"id","Source","Target","distance"
"39506","NBO","JRO","KQ"
"39507","NBO","JRO","KQ"
"39508","NBO","JUB","KQ"
"39509","NBO","KGL","KQ"
"39510","NBO","KIS","KQ"
"39511","NBO","KRT","KQ"
"39512","NBO","LAD","KQ"
"39513","NBO","LHR","KQ"
"39514","NBO","LLW","KQ"
"39515","NBO","LOS","KQ"
"39516","NBO","LUN","KQ"
"39517","NBO","LVI","KQ"
"39518","NBO","MBA","KQ"
"39519","NBO","MPM","KQ"
"39520","NBO","MRU","KQ"
"39521","NBO","MWZ","KQ"
"39522","NBO","MYD","KQ"
"39523","NBO","NLA","KQ"
"39524","NBO","NSI","KQ"
"39525","NBO","POL","KQ"
"39526","NBO","SEZ","KQ"
"39527","NBO","TNR","KQ"
"39528","NBO","ZNZ","KQ"
"39529","NLA","FBM","KQ"
"39530","NLA","NBO","KQ"
"39531","NSI","NBO","KQ"
"39532","POL","APL","KQ"
"39533","POL","NBO","KQ"
"39534","ROB","ACC","KQ"
"39535","SEZ","NBO","KQ"
"39536","SVO","DXB","KQ"
"39537","TNR","NBO","KQ"
"39538","WDH","JNB","KQ"
"39539","WDH","LUN","KQ"
"39540","ZNZ","DAR","KQ"
"39541","ZNZ","NBO","KQ"
"39542","DME","FRU","KR"
"39543","DME","OSS","KR"
"39544","EGO","FRU","KR"
"39545","FRU","DME","KR"
"39546","FRU","EGO","KR"
"39547","FRU","IKT","KR"
"39548","FRU","OVB","KR"
"39549","FRU","SGC","KR"
"39550","FRU","SVX","KR"
"39551","FRU","URC","KR"
"39552","IKT","FRU","KR"
"39553","IKT","OSS","KR"
"39554","OSS","DME","KR"
"39555","OSS","IKT","KR"
"39556","OSS","OVB","KR"
"39557","OSS","SVX","KR"
"39558","OVB","FRU","KR"
"39559","OVB","OSS","KR"
"39560","SGC","FRU","KR"
"39561","SVX","FRU","KR"
"39562","SVX","OSS","KR"
"39563","URC","FRU","KR"
"39564","AKN","ANC","KS"
"39565","ANC","AKN","KS"
"39566","ANC","ANI","KS"
"39567","ANC","CDB","KS"
"39568","ANC","DLG","KS"
"39569","ANC","MCG","KS"
"39570","ANC","SDP","KS"
"39571","ANC","SNP","KS"
"39572","ANC","STG","KS"
"39573","ANC","UNK","KS"
"39574","ANI","ANC","KS"
"39575","ANI","MCG","KS"
"39576","BOS","ISP","KS"
"39577","BOS","PBG","KS"
"39578","BOS","PQI","KS"
"39579","CDB","ANC","KS"
"39580","DLG","ANC","KS"
"39581","ISP","BOS","KS"
"39582","MCG","ANC","KS"
"39583","MCG","ANI","KS"
"39584","PBG","BOS","KS"
"39585","PQI","BOS","KS"
"39586","SDP","ANC","KS"
"39587","SNP","ANC","KS"
"39588","SNP","STG","KS"
"39589","STG","ANC","KS"
"39590","STG","SNP","KS"
"39591","UNK","ANC","KS"
"39592","ADD","KWI","KU"
"39593","AMM","KWI","KU"
"39594","AUH","KWI","KU"
"39595","AUH","MCT","KU"
"39596","BAH","KWI","KU"
"39597","BEY","KWI","KU"
"39598","BKK","KWI","KU"
"39599","BKK","MNL","KU"
"39600","BOM","KWI","KU"
"39601","CAI","KWI","KU"
"39602","CDG","FCO","KU"
"39603","CGK","KUL","KU"
"39604","CMB","KWI","KU"
"39605","COK","KWI","KU"
"39606","DAC","KWI","KU"
"39607","DEL","KWI","KU"
"39608","DMM","KWI","KU"
"39609","DOH","KWI","KU"
"39610","DXB","KWI","KU"
"39611","FCO","CDG","KU"
"39612","FCO","KWI","KU"
"39613","FRA","GVA","KU"
"39614","FRA","KWI","KU"
"39615","GVA","FRA","KU"
"39616","HBE","KWI","KU"
"39617","HMB","KWI","KU"
"39618","IKA","KWI","KU"
"39619","ISB","KWI","KU"
"39620","IST","KWI","KU"
"39621","IST","KWI","KU"
"39622","JED","KWI","KU"
"39623","JFK","KWI","KU"
"39624","JFK","LHR","KU"
"39625","KUL","CGK","KU"
"39626","KUL","KWI","KU"
"39627","KWI","ADD","KU"
"39628","KWI","AMM","KU"
"39629","KWI","AUH","KU"
"39630","KWI","BAH","KU"
"39631","KWI","BEY","KU"
"39632","KWI","BKK","KU"
"39633","KWI","BOM","KU"
"39634","KWI","CAI","KU"
"39635","KWI","CMB","KU"
"39636","KWI","COK","KU"
"39637","KWI","DAC","KU"
"39638","KWI","DEL","KU"
"39639","KWI","DMM","KU"
"39640","KWI","DOH","KU"
"39641","KWI","DXB","KU"
"39642","KWI","FCO","KU"
"39643","KWI","FRA","KU"
"39644","KWI","HBE","KU"
"39645","KWI","HMB","KU"
"39646","KWI","IKA","KU"
"39647","KWI","ISB","KU"
"39648","KWI","IST","KU"
"39649","KWI","IST","KU"
"39650","KWI","JED","KU"
"39651","KWI","JFK","KU"
"39652","KWI","KUL","KU"
"39653","KWI","LHE","KU"
"39654","KWI","LHR","KU"
"39655","KWI","MAA","KU"
"39656","KWI","MCT","KU"
"39657","KWI","NJF","KU"
"39658","KWI","RUH","KU"
"39659","KWI","SAW","KU"
"39660","KWI","TRV","KU"
"39661","LHE","KWI","KU"
"39662","LHR","JFK","KU"
"39663","LHR","KWI","KU"
"39664","MAA","KWI","KU"
"39665","MCT","AUH","KU"
"39666","MCT","KWI","KU"
"39667","MNL","BKK","KU"
"39668","NJF","KWI","KU"
"39669","RUH","KWI","KU"
"39670","SAH","KWI","KU"
"39671","SAH","KWI","KU"
"39672","SAW","KWI","KU"
"39673","TRV","KWI","KU"
"39674","CYB","GCM","KX"
"39675","CYB","LYB","KX"
"39676","GCM","CYB","KX"
"39677","GCM","HAV","KX"
"39678","GCM","JFK","KX"
"39679","GCM","KIN","KX"
"39680","GCM","LCE","KX"
"39681","GCM","LYB","KX"
"39682","GCM","MIA","KX"
"39683","GCM","ORD","KX"
"39684","GCM","TPA","KX"
"39685","HAV","GCM","KX"
"39686","JFK","GCM","KX"
"39687","KIN","GCM","KX"
"39688","KIN","MBJ","KX"
"39689","LCE","GCM","KX"
"39690","LYB","CYB","KX"
"39691","LYB","GCM","KX"
"39692","MBJ","GCM","KX"
"39693","MIA","CYB","KX"
"39694","MIA","GCM","KX"
"39695","ORD","GCM","KX"
"39696","TPA","GCM","KX"
"39697","CAN","KMG","KY"
"39698","CGO","KMG","KY"
"39699","CKG","HYN","KY"
"39700","CKG","KMG","KY"
"39701","CKG","NTG","KY"
"39702","CSX","HYN","KY"
"39703","CSX","KMG","KY"
"39704","CTU","KMG","KY"
"39705","CZX","KMG","KY"
"39706","HGH","KMG","KY"
"39707","HRB","TNA","KY"
"39708","HYN","CKG","KY"
"39709","HYN","CSX","KY"
"39710","JHG","KMG","KY"
"39711","JHG","LJG","KY"
"39712","KMG","CAN","KY"
"39713","KMG","CGO","KY"
"39714","KMG","CKG","KY"
"39715","KMG","CSX","KY"
"39716","KMG","CTU","KY"
"39717","KMG","CZX","KY"
"39718","KMG","HGH","KY"
"39719","KMG","JHG","KY"
"39720","KMG","LJG","KY"
"39721","KMG","NKG","KY"
"39722","KMG","NNG","KY"
"39723","KMG","PVG","KY"
"39724","KMG","SZX","KY"
"39725","KMG","TNA","KY"
"39726","KMG","WUH","KY"
"39727","KMG","XIY","KY"
"39728","KMG","XMN","KY"
"39729","LJG","JHG","KY"
"39730","LJG","KMG","KY"
"39731","LJG","NNG","KY"
"39732","LJG","XIY","KY"
"39733","NKG","KMG","KY"
"39734","NNG","KMG","KY"
"39735","NNG","LJG","KY"
"39736","NNG","XMN","KY"
"39737","NTG","CKG","KY"
"39738","PVG","KMG","KY"
"39739","SZX","KMG","KY"
"39740","TNA","HRB","KY"
"39741","TNA","KMG","KY"
"39742","WUH","KMG","KY"
"39743","WUH","YTY","KY"
"39744","XIY","KMG","KY"
"39745","XIY","LJG","KY"
"39746","XMN","KMG","KY"
"39747","XMN","NNG","KY"
"39748","YTY","WUH","KY"
"39749","ABJ","BKO","L6"
"39750","ABJ","COO","L6"
"39751","BKO","ABJ","L6"
"39752","BKO","COO","L6"
"39753","BKO","NKC","L6"
"39754","BZV","COO","L6"
"39755","CDG","CMN","L6"
"39756","CKY","DKR","L6"
"39757","CMN","CDG","L6"
"39758","CMN","NKC","L6"
"39759","CMN","OUZ","L6"
"39760","COO","ABJ","L6"
"39761","COO","BKO","L6"
"39762","COO","BZV","L6"
"39763","COO","PNR","L6"
"39764","DKR","CKY","L6"
"39765","DKR","NKC","L6"
"39766","LPA","NDB","L6"
"39767","NDB","LPA","L6"
"39768","NDB","NKC","L6"
"39769","NDB","OUZ","L6"
"39770","NKC","BKO","L6"
"39771","NKC","CMN","L6"
"39772","NKC","DKR","L6"
"39773","NKC","NDB","L6"
"39774","NKC","OUZ","L6"
"39775","OUZ","CMN","L6"
"39776","OUZ","NDB","L6"
"39777","OUZ","NKC","L6"
"39778","PNR","COO","L6"
"39779","ADZ","BOG","LA"
"39780","ADZ","CLO","LA"
"39781","AEP","BHI","LA"
"39782","AEP","BRC","LA"
"39783","AEP","BRC","LA"
"39784","AEP","COR","LA"
"39785","AEP","CRD","LA"
"39786","AEP","IGR","LA"
"39787","AEP","IGR","LA"
"39788","AEP","MDZ","LA"
"39789","AEP","MDZ","LA"
"39790","AEP","NQN","LA"
"39791","AEP","RGL","LA"
"39792","AEP","SCL","LA"
"39793","AEP","SLA","LA"
"39794","AEP","SLA","LA"
"39795","AEP","TUC","LA"
"39796","AEP","TUC","LA"
"39797","AEP","UAQ","LA"
"39798","AEP","USH","LA"
"39799","AKL","SCL","LA"
"39800","AKL","SYD","LA"
"39801","ANF","CJC","LA"
"39802","ANF","IQQ","LA"
"39803","ANF","LSC","LA"
"39804","ANF","SCL","LA"
"39805","ANF","SCL","LA"
"39806","APO","EOH","LA"
"39807","AQP","CUZ","LA"
"39808","AQP","JUL","LA"
"39809","AQP","LIM","LA"
"39810","AQP","LIM","LA"
"39811","ARI","IQQ","LA"
"39812","ARI","SCL","LA"
"39813","ARI","SCL","LA"
"39814","ASU","SCL","LA"
"39815","AUA","BOG","LA"
"39816","BAQ","BOG","LA"
"39817","BBA","PMC","LA"
"39818","BBA","PMC","LA"
"39819","BBA","SCL","LA"
"39820","BGA","BOG","LA"
"39821","BHI","AEP","LA"
"39822","BOG","ADZ","LA"
"39823","BOG","AUA","LA"
"39824","BOG","BAQ","LA"
"39825","BOG","BGA","LA"
"39826","BOG","CLO","LA"
"39827","BOG","CTG","LA"
"39828","BOG","CUC","LA"
"39829","BOG","DFW","LA"
"39830","BOG","EYP","LA"
"39831","BOG","GRU","LA"
"39832","BOG","IBE","LA"
"39833","BOG","LET","LA"
"39834","BOG","LIM","LA"
"39835","BOG","MDE","LA"
"39836","BOG","MIA","LA"
"39837","BOG","MTR","LA"
"39838","BOG","NVA","LA"
"39839","BOG","PEI","LA"
"39840","BOG","PUU","LA"
"39841","BOG","SCL","LA"
"39842","BOG","SMR","LA"
"39843","BOG","UIB","LA"
"39844","BOG","VUP","LA"
"39845","BOG","VVC","LA"
"39846","BRC","AEP","LA"
"39847","BRC","AEP","LA"
"39848","CCP","SCL","LA"
"39849","CCP","SCL","LA"
"39850","CCS","GYE","LA"
"39851","CCS","LIM","LA"
"39852","CCS","MIA","LA"
"39853","CCS","SCL","LA"
"39854","CIX","LIM","LA"
"39855","CJA","LIM","LA"
"39856","CJC","LSC","LA"
"39857","CJC","SCL","LA"
"39858","CJC","SCL","LA"
"39859","CLO","ADZ","LA"
"39860","CLO","BOG","LA"
"39861","CLO","MIA","LA"
"39862","CLO","UIO","LA"
"39863","COR","AEP","LA"
"39864","COR","LIM","LA"
"39865","COR","SCL","LA"
"39866","CPO","SCL","LA"
"39867","CPO","SCL","LA"
"39868","CRD","AEP","LA"
"39869","CTG","BOG","LA"
"39870","CUC","BOG","LA"
"39871","CUN","LIM","LA"
"39872","CUN","MEX","LA"
"39873","CUN","MIA","LA"
"39874","CUN","SCL","LA"
"39875","CUZ","AQP","LA"
"39876","CUZ","JUL","LA"
"39877","CUZ","LIM","LA"
"39878","CUZ","LIM","LA"
"39879","CUZ","PEM","LA"
"39880","DFW","BOG","LA"
"39881","DFW","LIM","LA"
"39882","DFW","SCL","LA"
"39883","EOH","APO","LA"
"39884","EOH","IBE","LA"
"39885","EOH","MTR","LA"
"39886","EOH","PEI","LA"
"39887","EYP","BOG","LA"
"39888","EZE","GIG","LA"
"39889","EZE","GRU","LA"
"39890","EZE","GYE","LA"
"39891","EZE","LIM","LA"
"39892","EZE","LIM","LA"
"39893","EZE","SCL","LA"
"39894","FRA","MAD","LA"
"39895","GIG","EZE","LA"
"39896","GIG","SCL","LA"
"39897","GRU","BOG","LA"
"39898","GRU","EZE","LA"
"39899","GRU","LIM","LA"
"39900","GRU","MAD","LA"
"39901","GRU","MVD","LA"
"39902","GRU","SCL","LA"
"39903","GRU","SCL","LA"
"39904","GYE","CCS","LA"
"39905","GYE","EZE","LA"
"39906","GYE","LIM","LA"
"39907","GYE","MAD","LA"
"39908","GYE","SCL","LA"
"39909","HAV","LIM","LA"
"39910","IBE","BOG","LA"
"39911","IBE","EOH","LA"
"39912","IGR","AEP","LA"
"39913","IGR","AEP","LA"
"39914","IGU","LIM","LA"
"39915","IGU","LIM","LA"
"39916","IPC","PPT","LA"
"39917","IPC","SCL","LA"
"39918","IQQ","ANF","LA"
"39919","IQQ","ANF","LA"
"39920","IQQ","ARI","LA"
"39921","IQQ","ARI","LA"
"39922","IQQ","LPB","LA"
"39923","IQQ","SCL","LA"
"39924","IQQ","SCL","LA"
"39925","IQQ","VVI","LA"
"39926","IQT","LIM","LA"
"39927","IQT","TPP","LA"
"39928","JFK","LIM","LA"
"39929","JFK","LIM","LA"
"39930","JFK","SCL","LA"
"39931","JUL","AQP","LA"
"39932","JUL","CUZ","LA"
"39933","JUL","LIM","LA"
"39934","LAX","LIM","LA"
"39935","LAX","LIM","LA"
"39936","LET","BOG","LA"
"39937","LIM","AQP","LA"
"39938","LIM","BOG","LA"
"39939","LIM","CCS","LA"
"39940","LIM","CIX","LA"
"39941","LIM","CJA","LA"
"39942","LIM","COR","LA"
"39943","LIM","CUN","LA"
"39944","LIM","CUZ","LA"
"39945","LIM","CUZ","LA"
"39946","LIM","DFW","LA"
"39947","LIM","EZE","LA"
"39948","LIM","EZE","LA"
"39949","LIM","GRU","LA"
"39950","LIM","GYE","LA"
"39951","LIM","GYE","LA"
"39952","LIM","HAV","LA"
"39953","LIM","IGU","LA"
"39954","LIM","IGU","LA"
"39955","LIM","IQT","LA"
"39956","LIM","IQT","LA"
"39957","LIM","JFK","LA"
"39958","LIM","JFK","LA"
"39959","LIM","JUL","LA"
"39960","LIM","LAX","LA"
"39961","LIM","LPB","LA"
"39962","LIM","MAD","LA"
"39963","LIM","MEX","LA"
"39964","LIM","MIA","LA"
"39965","LIM","MIA","LA"
"39966","LIM","PCL","LA"
"39967","LIM","PEM","LA"
"39968","LIM","PIU","LA"
"39969","LIM","PUJ","LA"
"39970","LIM","SCL","LA"
"39971","LIM","SCL","LA"
"39972","LIM","TBP","LA"
"39973","LIM","TBP","LA"
"39974","LIM","TCQ","LA"
"39975","LIM","TPP","LA"
"39976","LIM","TRU","LA"
"39977","LIM","UIO","LA"
"39978","LIM","UIO","LA"
"39979","LIM","VVI","LA"
"39980","LIM","VVI","LA"
"39981","LPB","IQQ","LA"
"39982","LPB","LIM","LA"
"39983","LPB","LIM","LA"
"39984","LPB","VVI","LA"
"39985","LSC","ANF","LA"
"39986","LSC","CJC","LA"
"39987","LSC","SCL","LA"
"39988","MAD","FRA","LA"
"39989","MAD","GRU","LA"
"39990","MAD","GYE","LA"
"39991","MAD","GYE","LA"
"39992","MAD","LIM","LA"
"39993","MAD","SCL","LA"
"39994","MAD","SCL","LA"
"39995","MAD","UIO","LA"
"39996","MDE","BOG","LA"
"39997","MDE","MIA","LA"
"39998","MDE","UIO","LA"
"39999","MDZ","AEP","LA"
"40000","MDZ","AEP","LA"
"40001","MDZ","SCL","LA"
"40002","MEX","LIM","LA"
"40003","MEX","LIM","LA"
"40004","MEX","MTY","LA"
"40005","MEX","SCL","LA"
"40006","MEX","SCL","LA"
"40007","MHC","PMC","LA"
"40008","MIA","BOG","LA"
"40009","MIA","CCS","LA"
"40010","MIA","CLO","LA"
"40011","MIA","CUN","LA"
"40012","MIA","LIM","LA"
"40013","MIA","MDE","LA"
"40014","MIA","PUJ","LA"
"40015","MIA","SCL","LA"
"40016","MIA","SCL","LA"
"40017","MPN","PUQ","LA"
"40018","MTR","BOG","LA"
"40019","MTR","EOH","LA"
"40020","MVD","GRU","LA"
"40021","MVD","SCL","LA"
"40022","NQN","AEP","LA"
"40023","NVA","BOG","LA"
"40024","PCL","LIM","LA"
"40025","PEI","BOG","LA"
"40026","PEI","EOH","LA"
"40027","PEM","CUZ","LA"
"40028","PEM","LIM","LA"
"40029","PIU","LIM","LA"
"40030","PMC","BBA","LA"
"40031","PMC","BBA","LA"
"40032","PMC","MHC","LA"
"40033","PMC","PUQ","LA"
"40034","PMC","PUQ","LA"
"40035","PMC","SCL","LA"
"40036","PMC","SCL","LA"
"40037","PPT","IPC","LA"
"40038","PUJ","LIM","LA"
"40039","PUJ","MIA","LA"
"40040","PUJ","SCL","LA"
"40041","PUQ","PMC","LA"
"40042","PUQ","PMC","LA"
"40043","PUQ","RGL","LA"
"40044","PUQ","SCL","LA"
"40045","PUQ","SCL","LA"
"40046","PUU","BOG","LA"
"40047","RGL","AEP","LA"
"40048","RGL","MPN","LA"
"40049","SCL","AEP","LA"
"40050","SCL","AKL","LA"
"40051","SCL","ANF","LA"
"40052","SCL","ANF","LA"
"40053","SCL","ARI","LA"
"40054","SCL","ARI","LA"
"40055","SCL","ASU","LA"
"40056","SCL","BBA","LA"
"40057","SCL","BOG","LA"
"40058","SCL","CCP","LA"
"40059","SCL","CCP","LA"
"40060","SCL","CCS","LA"
"40061","SCL","CJC","LA"
"40062","SCL","CJC","LA"
"40063","SCL","COR","LA"
"40064","SCL","CPO","LA"
"40065","SCL","CPO","LA"
"40066","SCL","CUN","LA"
"40067","SCL","DFW","LA"
"40068","SCL","EZE","LA"
"40069","SCL","EZE","LA"
"40070","SCL","GIG","LA"
"40071","SCL","GRU","LA"
"40072","SCL","GRU","LA"
"40073","SCL","GYE","LA"
"40074","SCL","IPC","LA"
"40075","SCL","IQQ","LA"
"40076","SCL","IQQ","LA"
"40077","SCL","JFK","LA"
"40078","SCL","LIM","LA"
"40079","SCL","LIM","LA"
"40080","SCL","LSC","LA"
"40081","SCL","MAD","LA"
"40082","SCL","MAD","LA"
"40083","SCL","MDZ","LA"
"40084","SCL","MEX","LA"
"40085","SCL","MEX","LA"
"40086","SCL","MIA","LA"
"40087","SCL","MIA","LA"
"40088","SCL","MVD","LA"
"40089","SCL","PMC","LA"
"40090","SCL","PMC","LA"
"40091","SCL","PUJ","LA"
"40092","SCL","PUQ","LA"
"40093","SCL","SYD","LA"
"40094","SCL","UIO","LA"
"40095","SCL","ZCO","LA"
"40096","SCL","ZCO","LA"
"40097","SCL","ZOS","LA"
"40098","SCL","ZOS","LA"
"40099","SLA","AEP","LA"
"40100","SMR","BOG","LA"
"40101","SYD","AKL","LA"
"40102","SYD","SCL","LA"
"40103","TBP","LIM","LA"
"40104","TBP","LIM","LA"
"40105","TCQ","LIM","LA"
"40106","TPP","IQT","LA"
"40107","TPP","LIM","LA"
"40108","TRU","LIM","LA"
"40109","TUC","AEP","LA"
"40110","UAQ","MDZ","LA"
"40111","UIB","BOG","LA"
"40112","UIO","CLO","LA"
"40113","UIO","GYE","LA"
"40114","UIO","GYE","LA"
"40115","UIO","LIM","LA"
"40116","UIO","LIM","LA"
"40117","UIO","MAD","LA"
"40118","UIO","MDE","LA"
"40119","USH","AEP","LA"
"40120","VUP","BOG","LA"
"40121","VVC","BOG","LA"
"40122","VVI","IQQ","LA"
"40123","VVI","LIM","LA"
"40124","VVI","LPB","LA"
"40125","VVI","LPB","LA"
"40126","ZAL","SCL","LA"
"40127","ZAL","SCL","LA"
"40128","ZCO","SCL","LA"
"40129","ZCO","SCL","LA"
"40130","ZOS","ZAL","LA"
"40131","ZOS","ZAL","LA"
"40132","BZV","CDG","LC"
"40133","BZV","COO","LC"
"40134","BZV","DLA","LC"
"40135","BZV","OLL","LC"
"40136","BZV","PNR","LC"
"40137","CDG","BZV","LC"
"40138","CDG","PNR","LC"
"40139","COO","BZV","LC"
"40140","COO","DLA","LC"
"40141","COO","PNR","LC"
"40142","DLA","BZV","LC"
"40143","DLA","COO","LC"
"40144","OLL","BZV","LC"
"40145","PNR","BZV","LC"
"40146","PNR","CDG","LC"
"40147","PNR","COO","LC"
"40148","BKK","VTE","LF"
"40149","LPQ","VTE","LF"
"40150","VTE","BKK","LF"
"40151","VTE","LPQ","LF"
"40152","ACE","FUE","LG"
"40153","ACE","LUX","LG"
"40154","ADB","LUX","LG"
"40155","AGA","LUX","LG"
"40156","AGP","BVE","LG"
"40157","AGP","LUX","LG"
"40158","AJA","LUX","LG"
"40159","ANG","FSC","LG"
"40160","ARN","LUX","LG"
"40161","AYT","LUX","LG"
"40162","BCN","LUX","LG"
"40163","BIA","LUX","LG"
"40164","BVC","SID","LG"
"40165","CAG","LUX","LG"
"40166","CDG","LUX","LG"
"40167","CFU","LUX","LG"
"40168","CLY","LUX","LG"
"40169","CPH","LUX","LG"
"40170","DBV","LUX","LG"
"40171","DJE","LUX","LG"
"40172","DJE","NBE","LG"
"40173","DUB","LUX","LG"
"40174","DUS","LUX","LG"
"40175","FAO","LUX","LG"
"40176","FAO","XRY","LG"
"40177","FCO","LUX","LG"
"40178","FNC","LUX","LG"
"40179","FRA","LUX","LG"
"40180","FSC","ANG","LG"
"40181","FSC","LUX","LG"
"40182","FUE","LUX","LG"
"40183","GVA","LUX","LG"
"40184","HAM","SCN","LG"
"40185","HER","LUX","LG"
"40186","IBZ","LUX","LG"
"40187","KGS","LUX","LG"
"40188","LCY","LUX","LG"
"40189","LIS","LUX","LG"
"40190","LPA","LUX","LG"
"40191","LUX","ACE","LG"
"40192","LUX","ADB","LG"
"40193","LUX","AGA","LG"
"40194","LUX","AGP","LG"
"40195","LUX","AJA","LG"
"40196","LUX","ARN","LG"
"40197","LUX","AYT","LG"
"40198","LUX","BCN","LG"
"40199","LUX","BIA","LG"
"40200","LUX","BVC","LG"
"40201","LUX","CAG","LG"
"40202","LUX","CDG","LG"
"40203","LUX","CFU","LG"
"40204","LUX","CLY","LG"
"40205","LUX","CPH","LG"
"40206","LUX","CTA","LG"
"40207","LUX","DBV","LG"
"40208","LUX","DJE","LG"
"40209","LUX","DUB","LG"
"40210","LUX","DUS","LG"
"40211","LUX","FAO","LG"
"40212","LUX","FCO","LG"
"40213","LUX","FNC","LG"
"40214","LUX","FRA","LG"
"40215","LUX","FSC","LG"
"40216","LUX","FUE","LG"
"40217","LUX","GVA","LG"
"40218","LUX","HER","LG"
"40219","LUX","IBZ","LG"
"40220","LUX","KGS","LG"
"40221","LUX","LCY","LG"
"40222","LUX","LIS","LG"
"40223","LUX","LPA","LG"
"40224","LUX","MAD","LG"
"40225","LUX","MLA","LG"
"40226","LUX","MUC","LG"
"40227","LUX","MXP","LG"
"40228","LUX","NAP","LG"
"40229","LUX","NCE","LG"
"40230","LUX","OPO","LG"
"40231","LUX","PMI","LG"
"40232","LUX","PMI","LG"
"40233","LUX","RAK","LG"
"40234","LUX","RHO","LG"
"40235","LUX","SCN","LG"
"40236","LUX","TFS","LG"
"40237","LUX","TXL","LG"
"40238","LUX","VAR","LG"
"40239","LUX","VIE","LG"
"40240","LUX","XRY","LG"
"40241","MAD","LUX","LG"
"40242","MLA","LUX","LG"
"40243","MUC","LUX","LG"
"40244","MXP","LUX","LG"
"40245","NAP","LUX","LG"
"40246","NBE","LUX","LG"
"40247","NCE","LUX","LG"
"40248","OPO","LUX","LG"
"40249","PMI","LUX","LG"
"40250","PMI","LUX","LG"
"40251","RAK","LUX","LG"
"40252","RHO","LUX","LG"
"40253","SCN","HAM","LG"
"40254","SCN","LUX","LG"
"40255","SCN","TXL","LG"
"40256","SID","LUX","LG"
"40257","TFS","LUX","LG"
"40258","TXL","LUX","LG"
"40259","TXL","SCN","LG"
"40260","VAR","LUX","LG"
"40261","VIE","LUX","LG"
"40262","XRY","AGP","LG"
"40263","XRY","LUX","LG"
"40264","ABJ","BRU","LH"
"40265","ABJ","LFW","LH"
"40266","ABJ","OUA","LH"
"40267","ABV","FRA","LH"
"40268","ABV","SSG","LH"
"40269","ABZ","FRA","LH"
"40270","ABZ","FRA","LH"
"40271","ACC","FRA","LH"
"40272","ADB","MUC","LH"
"40273","ADD","DAR","LH"
"40274","ADD","EBB","LH"
"40275","ADD","FRA","LH"
"40276","ADD","HRE","LH"
"40277","ADD","JED","LH"
"40278","ADD","MBA","LH"
"40279","AGP","DUS","LH"
"40280","AGP","FRA","LH"
"40281","AGP","MUC","LH"
"40282","ALA","FRA","LH"
"40283","ALA","TSE","LH"
"40284","ALG","FRA","LH"
"40285","AMM","FRA","LH"
"40286","AMS","EWR","LH"
"40287","AMS","FRA","LH"
"40288","AMS","IAD","LH"
"40289","AMS","IAH","LH"
"40290","AMS","MUC","LH"
"40291","AMS","ORD","LH"
"40292","AOI","MUC","LH"
"40293","ARN","DUS","LH"
"40294","ARN","FRA","LH"
"40295","ARN","FRA","LH"
"40296","ARN","MUC","LH"
"40297","ARN","TXL","LH"
"40298","ASB","GYD","LH"
"40299","ATH","DUS","LH"
"40300","ATH","FRA","LH"
"40301","ATH","FRA","LH"
"40302","ATH","MUC","LH"
"40303","ATH","MUC","LH"
"40304","ATH","TXL","LH"
"40305","ATL","FRA","LH"
"40306","ATL","IAD","LH"
"40307","ATL","ORD","LH"
"40308","AUH","FRA","LH"
"40309","AUH","MCT","LH"
"40310","AYT","DUS","LH"
"40311","BAH","DOH","LH"
"40312","BCN","EWR","LH"
"40313","BCN","FRA","LH"
"40314","BCN","MUC","LH"
"40315","BCN","TXL","LH"
"40316","BEG","FRA","LH"
"40317","BEG","MUC","LH"
"40318","BEY","FRA","LH"
"40319","BFS","EWR","LH"
"40320","BGO","FRA","LH"
"40321","BHX","DUS","LH"
"40322","BHX","EWR","LH"
"40323","BHX","FRA","LH"
"40324","BHX","MUC","LH"
"40325","BIA","FRA","LH"
"40326","BIO","FRA","LH"
"40327","BIO","MUC","LH"
"40328","BJM","NBO","LH"
"40329","BKK","FRA","LH"
"40330","BKK","FRA","LH"
"40331","BKK","KBV","LH"
"40332","BKK","MUC","LH"
"40333","BLL","FRA","LH"
"40334","BLQ","FRA","LH"
"40335","BLQ","MUC","LH"
"40336","BLQ","MUC","LH"
"40337","BLR","FRA","LH"
"40338","BOG","FRA","LH"
"40339","BOM","FRA","LH"
"40340","BOM","MUC","LH"
"40341","BOS","FRA","LH"
"40342","BOS","MUC","LH"
"40343","BRE","FRA","LH"
"40344","BRE","FRA","LH"
"40345","BRE","MUC","LH"
"40346","BRI","MUC","LH"
"40347","BRU","ABJ","LH"
"40348","BRU","BJM","LH"
"40349","BRU","COO","LH"
"40350","BRU","DKR","LH"
"40351","BRU","DLA","LH"
"40352","BRU","EWR","LH"
"40353","BRU","FNA","LH"
"40354","BRU","FRA","LH"
"40355","BRU","FRA","LH"
"40356","BRU","HAJ","LH"
"40357","BRU","HAM","LH"
"40358","BRU","IAD","LH"
"40359","BRU","JFK","LH"
"40360","BRU","KGL","LH"
"40361","BRU","LAD","LH"
"40362","BRU","LIN","LH"
"40363","BRU","MUC","LH"
"40364","BRU","MUC","LH"
"40365","BRU","MXP","LH"
"40366","BRU","NSI","LH"
"40367","BRU","OUA","LH"
"40368","BRU","TXL","LH"
"40369","BRU","VNO","LH"
"40370","BRU","YUL","LH"
"40371","BSL","FRA","LH"
"40372","BSL","FRA","LH"
"40373","BSL","HAM","LH"
